Author,Title,Description,Genre,Banned,Label
"Cormac, McCarthy",The Road,"A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.  A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.  is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.","Fiction, Science Fiction, Dystopia, Post Apocalyptic, Horror, Literature, Novels",1,Offensive Language
"Shaun David, Hutchinson",Feral Youth,"At Zeppelin Bend, an outdoor education program designed to teach troubled youth the value of hard work, cooperation, and compassion, ten teens are left alone in the wild. The teens are a diverse group who come from all walks of life, and they were all sent to Zeppelin Bend as a last chance to get them to turn their lives around. They’ve just spent nearly two weeks learning to survive in the wilderness, and now their instructors have dropped them off eighteen miles from camp with no food, no water, and only their packs, and they’ll have to struggle to overcome their vast differences if they hope to survive.  Inspired by , Feral Youth features characters, each complex and damaged in their own ways, who are enticed to tell a story (or two) with the promise of a cash prize. The stories range from noir-inspired revenge tales to mythological stories of fierce heroines and angry gods. And while few of the stories are claimed to be based in truth, they ultimately reveal more about the teller than the truth ever could.","Young Adult, Short Stories, Contemporary, Anthologies, LGBT, Fiction, Retellings",1,Offensive Language
"Cecil, Castellucci",Tin Star,"On their way to start a new life, Tula and her family travel on the Prairie Rose, a colony ship headed to a planet in the outer reaches of the galaxy. All is going well until the ship makes a stop at a remote space station, the Yertina Feray, and the colonist's leader, Brother Blue, beats Tula within an inch of her life. An alien, Heckleck, saves her and teaches her the ways of life on the space station. When three humans crash land onto the station, Tula's desire for escape becomes irresistible, and her desire for companionship becomes unavoidable. But just as Tula begins to concoct a plan to get off the space station and kill Brother Blue, everything goes awry, and suddenly romance is the farthest thing from her mind.","Science Fiction, Young Adult, Aliens, Space, Romance, Fiction, Dystopia",1,Political
"Marissa, Moss",Caravaggio: Painter on the Run,"Caravaggio was on a defiant mission to change the art world. Before him, there were pastel-colored idealized visions, polite paintings for a polite society. After him, there were slews of imitators, trying to grasp his brilliant slashes of light and dark, his people who looked more like your neighbor than a model of perfection. Bold with his brush, the young rebel was equally brash in his life, picking fights and getting arrested for things as silly as throwing a plate of artichokes in a waiter's face. Until he faced the ultimate punishment, condemned for a murder he didn't commit – at least not intentionally. His flight to freedom remains one of the most incredible feats of human cunning, will, and endurance ever undertaken.  Charrière's astonishing autobiography, Papillon, was published in France to instant acclaim in 1968, more than twenty years after his final escape. Since then, it has become a treasured classic -- the gripping, shocking, ultimately uplifting odyssey of an innocent man who simply would not be defeated.","Historical, Young Adult, Historical Fiction, Fiction",1,Cultural
"J.K., Rowling",The Casual Vacancy,"A BIG NOVEL ABOUT A SMALL TOWN…  When Barry Fairbrother dies unexpectedly in his early forties, the little town of Pagford is left in shock. Pagford appears to be an English idyll—with a cobbled market square and an ancient abbey—but behind its charming façade lies a town at war. The rich clash with the poor, teenagers battle their parents, wives contend with their husbands, and teachers struggle with their pupils. Pagford is far from what it seems.  The empty seat Barry leaves on the town council becomes the catalyst for the fiercest conflict the town has ever seen. The election to fill his seat is fraught with passion, duplicity, and unexpected revelations. Who will triumph in this battle of wills?","Fiction, Contemporary, Mystery, Adult, Adult Fiction, Audiobook, Drama",1,Political
"Richard, Appignanesi",Manga Shakespeare: A Midsummer Night's Dream,"The latest in the breakout series Manga Shakespeare, introducing teens to a new kind of Bard.  In one of Shakespeare’s funniest, most enduring stories, meddling fairies create unexpected love triangles among a group of teenagers. Hermia is in love with Lysander. Demetrius is in love with Hermia. Helena is in love with Demetrius. Add to the mix Puck, a fairy with a powerful love potion, and chaos is sure to follow. Now everyone’s in love with Helena, Hermia is hopping mad, and the fairy queen Titania is in love with a man with a donkey’s head! Using the style and visual language of manga, Kate Brown transforms Shakespeare’s world into something new and vibrant. It’s the perfect introduction to Shakespeare’s work for reluctant readers and manga fans alike.   F&P level: Z","Manga, Fantasy, Graphic Novels, Classics, Comics, Romance, Plays",1,Religious
"Henri, Charrière",Papillon,"Henri Charrière, called ""Papillon,"" for the butterfly tattoo on his chest, was convicted in Paris in 1931 of a murder he did not commit. Sentenced to life imprisonment in the penal colony of French Guiana, he became obsessed with one goal: escape. After planning and executing a series of treacherous yet failed attempts over many years, he was eventually sent to the notorious prison, Devil's Island, a place from which no one had ever escaped . . . until Papillon. His flight to freedom remains one of the most incredible feats of human cunning, will, and endurance ever undertaken.  Charrière's astonishing autobiography, Papillon, was published in France to instant acclaim in 1968, more than twenty years after his final escape. Since then, it has become a treasured classic -- the gripping, shocking, ultimately uplifting odyssey of an innocent man who simply would not be defeated.","Nonfiction, Biography, Classics, Memoir, Adventure, Autobiography, France",1,Offensive Language
"Gabriel, García Márquez",One Hundred Years of Solitude,"The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism.""","Fiction, Magical Realism, Fantasy, Literature, Historical Fiction, Novels, Spanish Literature",1,Religious
"Maggie, Stiefvater",Shiver,"For years, Grace has watched the wolves in the woods behind her house. One yellow-eyed wolf—her wolf—is a chilling presence she can't seem to live without. Meanwhile, Sam has lived two lives: In winter, the frozen woods, the protection of the pack, and the silent company of a fearless girl. In summer, a few precious months of being human… until the cold makes him shift back again.  Now, Grace meets a yellow-eyed boy whose familiarity takes her breath away. It's her wolf. It has to be. But as winter nears, Sam must fight to stay human—or risk losing himself, and Grace, forever.","Young Adult, Fantasy, Romance, Paranormal, Werewolves, Fiction, Paranormal Romance",1,Offensive Language
"Joanne, Harris",Chocolat,"A timeless novel of a straitlaced village's awakening to joy and sensuality - every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere.  Illuminating Peter Mayle's South of France with a touch of Laura Esquivel's magic realism, Chocolat is a timeless novel of a straitlaced village's awakening to joy and sensuality. In tiny Lansquenet, where nothing much has changed in a hundred years, beautiful newcomer Vianne Rocher and her exquisite chocolate shop arrive and instantly begin to play havoc with Lenten vows. Each box of luscious bonbons comes with a free gift: Vianne's uncanny perception of its buyer's private discontents and a clever, caring cure for them. Is she a witch? Soon the parish no longer cares, as it abandons itself to temptation, happiness, and a dramatic face-off between Easter solemnity and the pagan gaiety of a chocolate festival.","Fiction, Romance, Magical Realism, France, Fantasy, Contemporary, Historical Fiction",1,Religious
